Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
G2805,G,2805,κλαυθμός,noun,n.,klauthmos (klauth-mos'),"1. lamentation [from G2799] KJV: wailing, weeping, X wept Root(s): G2799"
G2806,G,2806,κλάω,verb,v.,klao (klah'-o),"1. to break (specially, of bread) [a primary verb] KJV: break"
G2807,G,2807,κλείς,noun,n.,kleis (kleis'),"1. a key (as shutting a lock) {literally or figuratively} [from G2808] KJV: key Root(s): G2808"""
G2808,G,2808,κλείω,verb,v.,kleio (klei'-o),1. to close {literally or figuratively} [a primary verb] KJV: shut (up)
G2809,G,2809,κλέμμα,noun,n.,klemma (klem'-mah),"1. stealing (properly, the thing stolen, but used of the act) [from G2813] KJV: theft Root(s): G2813"
G2810,G,2810,Κλεόπας,name Person,n/p.,Kleopas (kleh-op'-as),"1. Cleopas, a Christian [probably contracted from Kleopatros (compound of G2811 and G3962)] KJV: Cleopas Root(s): G2811, G3962"
G2811,G,2811,κλέος,noun,n.,kleos (kleh'-os),"1. renown (as if being called) [from a shorter form of G2564] KJV: glory Root(s): G2564"""
G2812,G,2812,κλέπτης,noun,n.,kleptes (klep'-tace),"1. a stealer, a thief {literally or figuratively} [from G2813] KJV: thief Root(s): G2813 Compare: G3027"
G2813,G,2813,κλέπτω,verb,v.,klepto (klep'-to),"1. to filch [a primary verb] KJV: steal"""
G2814,G,2814,κλῆμα,noun,n.,klema (klay`-mah),"1. a limb or shoot (as if broken off) [from G2806] KJV: branch Root(s): G2806"""
G2815,G,2815,Κλήμης,name Person,n/p.,Klemes (klay'-mace),"1. merciful 2. Clemes (i.e. Clemens), a Christian [of Latin origin] KJV: Clement"
G2816,G,2816,κληρονομέω,verb,v.,kleronomeo (klay-ron-om-eh'-o),"1. to be an heir to {literally or figuratively} [from G2818] KJV: be heir, (obtain by) inherit(-ance) Root(s): G2818"
G2817,G,2817,κληρονομία,noun,n.,kleronomia (klay-ron-om-ee'-ah),"1. heirship 2. (concretely) a patrimony 3. (genitive case) a possession [from G2818] KJV: inheritance Root(s): G2818"""
G2818,G,2818,κληρονόμος,noun,n.,kleronomos (klay-ron-om'-os),"1. a sharer by lot, i.e. inheritor 2. (by implication) a possessor {literally or figuratively} [from G2819 and the base of G3551 (in its original sense of partitioning; (reflexively) getting by apportionment)] KJV: heir Root(s): G2819, G3551"
G2819,G,2819,κλῆρος,noun,n.,kleros (klay`-ros),"1. a die (for drawing chances) 2. (by implication) a portion (as if so secured) 3. (by extension) an acquisition (especially a patrimony, figuratively) [probably from G2806 (through the idea of using bits of wood, etc., for the purpose] KJV: heritage, inheritance, lot, part Root(s): G2806"
G2820,G,2820,κληρόω,verb,v.,kleroo (klay-roh'-o),"1. to allot 2. (figuratively) to assign (a privilege) [from G2819] KJV: obtain an inheritance Root(s): G2819"""
G2821,G,2821,κλῆσις,noun,n.,klesis (klay`-sis),"1. a calling 2. (specially) a divine calling 3. (figuratively) an invitation 4. (by extension) a name [from a shorter form of G2564] KJV: calling Root(s): G2564 See also: G2822, G1577"
G2822,G,2822,κλητός,adjective,adj.,kletos (klay-tos'),"1. called 2. (specially) divinely called, appointed 3. (figuratively) invited 4. (specially) a saint (i.e. the called of Christ) [from a shorter form of G2564] KJV: called Root(s): G2564 See also: G2821, G1577"
G2823,G,2823,κλίβανος,noun,n.,klibanos (klib'-an-os),"1. an earthen pot used for baking in [of uncertain derivation] KJV: oven"""
G2824,G,2824,κλίμα,noun,n.,klima (klee'-mah),"1. a slope 2. (specially) a ""clime"" or tract of country [from G2827] KJV: part, region Root(s): G2827"
G2825,G,2825,κλίνη,noun,n.,kline (klee'-nay),"1. a couch (for sleep, sickness, sitting or eating) [from G2827] KJV: bed, table Root(s): G2827"
G2826,G,2826,κλινίδιον,noun,n.,klinidion (klin-id'-ee-on),"1. a pallet or little couch [neuter of a presumed derivative of G2825] KJV: bed Root(s): G2825"""
G2827,G,2827,κλίνω,verb,v.,klino (klee'-no),"1. to slant or slope, i.e. incline or decline {literally or figuratively} [a primary verb] KJV: bow (down), be far spent, lay, turn to flight, wear away"
G2828,G,2828,κλισία,noun,n.,klisia (klee-see'-ah),"1. (properly) reclination 2. (concretely and specially), a party at a meal [from a derivative of G2827] KJV: company Root(s): G2827"
G2829,G,2829,κλοπή,noun,n.,klope (klop-ay'),"1. stealing [from G2813] KJV: theft Root(s): G2813"""
G2830,G,2830,κλύδων,noun,n.,kludon (kloo'-down),"1. a surge of the sea {literally or figuratively} [from kluzo ""to billow or dash over""] KJV: raging, wave"
G2831,G,2831,κλυδωνίζομαι,verb,v.,kludonizomai (kloo-do-nid'-zom-ai),"1. to surge 2. (figuratively) to fluctuate [middle voice from G2830] KJV: toss to and fro Root(s): G2830"""
G2832,G,2832,Κλωπᾶς,name Person,n/p.,Klopas (klo-pas`),"1. Clopas, an Israelite [of Chaldee origin (corresponding to H256)] KJV: Cleophas Root(s): H256"
G2833,G,2833,κνήθω,verb,v.,knetho (knay'-tho),"1. to scratch 2. (by implication) to tickle [from a primary knao ""to scrape""] KJV: X itching"
G2834,G,2834,Κνίδος,name Location,n/l.,Knidos (knee'-dos),"1. Cnidus, a place in Asia Minor [probably of foreign origin] KJV: Cnidus"
G2835,G,2835,κοδράντης,noun,n.,kodrantes (kod-ran'-tace),"1. a quadrans, i.e. a fourth part of the coin called an as [of Latin origin] KJV: farthing"
G2836,G,2836,κοιλία,noun,n.,koilia (koy-lee'-ah),"1. a cavity 2. (especially) the abdomen 3. (by implication) the matrix 4. (figuratively) the heart [from koilos (""hollow"")] KJV: belly, womb"
G2837,G,2837,κοιμάω,verb,v.,koimao (koy-mah'-o),"1. to put to sleep 2. (passively or reflexively) to slumber 3. (figuratively) to decease [from G2749] KJV: (be a-, fall a-, fall on) sleep, be dead Root(s): G2749"
G2838,G,2838,κοίμησις,noun,n.,koimesis (koy'-may-sis),"1. sleeping 2. (by implication) repose [from G2837] KJV: taking of rest Root(s): G2837"""
G2839,G,2839,κοινός,adjective,adj.,koinos (koy-nos'),"1. common 2. (literally) shared by all or several 3. (ceremonially) profane [probably from G4862] KJV: common, defiled, unclean, unholy Root(s): G4862"
G2840,G,2840,κοινόω,verb,v.,koinoo (koy-noh'-o),"1. to make (or consider) profane (ceremonially) [from G2839] KJV: call common, defile, pollute, unclean Root(s): G2839"
G2841,G,2841,κοινωνέω,verb,v.,koinoneo (koy-no-neh'-o),"1. to share with others (objectively or subjectively) [from G2844] KJV: communicate, distribute, be partaker Root(s): G2844"
G2842,G,2842,κοινωνία,noun,n.,koinonia (koy-nown-ee'-ah),"1. partnership 2. (literally) participation 3. (social) intercourse 4. (financial) benefaction [from G2844] KJV: (to) communicate(-ation), communion, (contri-)distribution, fellowship Root(s): G2844"
G2843,G,2843,κοινωνικός,adjective,adj.,koinonikos (koy-no-nee-kos'),"1. communicative 2. (financially) liberal [from G2844] KJV: willing to communicate Root(s): G2844"""
G2844,G,2844,κοινωνός,noun,n.,koinonos (koy-no-nos'),"1. a sharer, i.e. associate [from G2839] KJV: companion, X fellowship, partaker, partner Root(s): G2839"
G2845,G,2845,κοίτη,noun,n.,koite (koy'-tay),"1. a couch 2. (by extension) cohabitation 3. (figuratively) marriage bed, sexual intercourse 4. (by implication) the male sperm, conception [from G2749] KJV: bed, chambering, X conceive Root(s): G2749"
G2846,G,2846,κοιτών,noun,n.,koiton (koy-tone'),"1. a bedroom [from G2845] KJV: + chamberlain Root(s): G2845"""
G2847,G,2847,κόκκινος,adjective,adj.,kokkinos (kok'-kee-nos),"1. crimson-colored [from G2848 (from the kernel-shape of the insect)] KJV: scarlet (colour, coloured) Root(s): G2848"
G2848,G,2848,κόκκος,noun,n.,kokkos (kok'-kos),"1. a kernel of seed [apparently a primary word] KJV: corn, grain"
G2849,G,2849,κολάζω,verb,v.,kolazo (kol-ad'-zo),"1. (properly) to curtail 2. (figuratively) to chastise (or reserve for infliction) [from kolos ""dwarf""] KJV: punish"
G2850,G,2850,κολακεία,noun,n.,kolakeia (kol-ak-ei'-ah),"1. flattery [from a derivative of kolax (a fawner)] KJV: X flattering"""
G2851,G,2851,κόλασις,noun,n.,kolasis (kol'-as-is),"1. penal infliction [from G2849] KJV: punishment, torment Root(s): G2849"
G2852,G,2852,κολαφίζω,verb,v.,kolaphizo (kol-af-id'-zo),"1. to rap with the fist [from a derivative of the base of G2849] KJV: buffet Root(s): G2849"""
G2853,G,2853,κολλάω,verb,v.,kollao (kol-lah'-o),"1. to glue 2. (passively or reflexively) to stick (figuratively) [from kolla (""glue"")] KJV: cleave, join (self), keep company"
G2854,G,2854,κολλούριον,noun,n.,kollourion (kol-lou'-ree-on),"1. (properly) a poultice (as made of or in the form of crackers) 2. (by analogy) a plaster [neuter of a presumed derivative of kollura (a cake, prob akin to the base of G2853)] KJV: eyesalve See also: G2853"
G2855,G,2855,κολλυβιστής,noun,n.,kollubistes (kol-loo-bis-tace'),"1. a coin-dealer [from a presumed derivative of kollubos ""a small coin"" (probably akin to G2854)] KJV: (money-)changer See also: G2854"
G2856,G,2856,κολοβόω,verb,v.,koloboo (kol-ob-oh'-o),"1. to dock 2. (figuratively) abridge [from a derivative of the base of G2849] KJV: shorten Root(s): G2849"""
G2857,G,2857,Κολοσσαί,name Location,n/l.,Kolossai (kol-os-sai'),"1. Colossae, a place in Asia Minor [apparently feminine plural of kolossos (""colossal"")] KJV: Colosse"
G2858,G,2858,Κολοσσαεύς,name/g.,n/g.,Kolossaeus (kol-os-sa-yoos'),"1. a Colossaean, i.e. inhabitant of Colossae [from G2857] KJV: Colossian Root(s): G2857"
G2859,G,2859,κόλπος,noun,n.,kolpos (kol'-pos),"1. the bosom 2. (by analogy) a bay [apparently a primary word] KJV: bosom, creek"
G2860,G,2860,κολυμβάω,verb,v.,kolumbao (kol-oom-bah'-o),"1. to plunge into water [from kolumbos (a diver)] KJV: swim"""
G2861,G,2861,κολυμβήθρα,noun,n.,kolumbethra (kol-oom-bay'-thrah),"1. a diving-place, i.e. pond for bathing (or swimming) [(not given)] KJV: pool"
G2862,G,2862,κολωνία,noun,n.,kolonia (kol-o-nee'-ah),"1. a Roman ""colony"" for veterans [of Latin origin] KJV: colony"
G2863,G,2863,κομάω,verb,v.,komao (kom-ah'-o),"1. to wear tresses of hair [from G2864] KJV: have long hair Root(s): G2864"""
G2864,G,2864,κόμη,noun,n.,kome (kom'-ay),"1. the hair of the head (locks) {as ornamental, and thus differing from G2359; which properly denotes merely the scalp} [apparently from a primary komeo ""to tend, take care of""] KJV: hair Compare: G2359 See also: G2865"
G2865,G,2865,κομίζω,verb,v.,komizo (kom-id'-zo),"1. (properly) to provide for 2. (by implication) to carry off (from harm) 3. (genitive case) to obtain [from a primary komeo ""to tend, take care of""] KJV: bring, receive See also: G2864"
G2866,G,2866,κομψότερον,adverb,adv.,kompsoteron (komp-sot'-er-on),"1. (figuratively) convalescent, getting better [neuter comparative of a derivative of the base of G2865 (meaning, properly, well dressed, i.e. nice)] KJV: + began to amend Root(s): G2865"
G2867,G,2867,κονιάω,verb,v.,koniao (kon-ee-ah'-o),"1. to whitewash [from konia (dust] KJV: whiten"""
G2868,G,2868,κονιορτός,noun,n.,koniortos (kon-ee-or-tos'),"1. pulverulence (as blown about) [from the base of G2867 and ornumi ""to rouse""] KJV: dust Root(s): G2867"
G2869,G,2869,κοπάζω,verb,v.,kopazo (kop-ad'-zo),"1. to tire 2. (figuratively) to relax [from G2873] KJV: cease Root(s): G2873"""
G2870,G,2870,κοπετός,noun,n.,kopetos (kop-et-os'),"1. mourning (properly, by beating the breast) [from G2875] KJV: lamentation Root(s): G2875"
G2871,G,2871,κοπή,noun,n.,kope (kop-ay'),"1. cutting, i.e. carnage [from G2875] KJV: slaughter Root(s): G2875"
G2872,G,2872,κοπιάω,verb,v.,kopiao (kop-ee-ah'-o),"1. to feel fatigue 2. (by implication) to work hard [from a derivative of G2873] KJV: (bestow) labour, toil, be wearied Root(s): G2873"
G2873,G,2873,κόπος,noun,n.,kopos (kop'-os),"1. a cut 2. (by analogy) toil (as reducing the strength) 3. (by implication) pains {literally or figuratively} [from G2875] KJV: labour, + trouble, weariness Root(s): G2875 Compare: G2872, G3449"
G2874,G,2874,κοπρία,noun,n.,kopria (kop-ree'-ah),"1. manure [from kopros ""dung"" (perhaps akin to G2875)] KJV: dung(-hill) See also: G2875"
G2875,G,2875,κόπτω,verb,v.,kopto (kop'-to),"1. to ""chop"" 2. (specially) to beat the breast in grief [a primary verb] KJV: cut down, lament, mourn, (be-)wail Compare: G5114"
G2876,G,2876,κόραξ,noun,n.,korax (kor'-ax),"1. a crow (from its voracity) [perhaps from G2880] KJV: raven Root(s): G2880"""
G2877,G,2877,κοράσιον,noun,n.,korasion (kor-as'-ee-on),"1. a (little) girl [neuter of a presumed derivative of kore (a maiden)] KJV: damsel, maid"
G2878,G,2878,κορβάν,noun,n.,korban (kor-ban') (and korbanas kor-ban-as'),"n. 1. a votive offering and the offering 2. a consecrated present (to the Temple fund) 3. (by extension, the latter term) the Treasury itself, i.e. the room where the contribution boxes stood [of Hebrew and Chaldee origin respectively (H7133)] KJV: Corban, treasury Root(s): H7133"
G2879,G,2879,Κορέ,name Person,n/p.,Kore (kor-eh'),"1. Core (i.e. Korach), an Israelite [of Hebrew origin (H7141)] KJV: Core Root(s): H7141"
G2880,G,2880,κορέννυμι,verb,v.,korennumi (kor-en'-noo-mee),"1. to cram, i.e. glut or sate [a primary verb] KJV: eat enough, full"
G2881,G,2881,Κορίνθιος,adjective/g.,adj/g.,Korinthios (kor-in'-thee-os),"1. a Corinthian, i.e. inhabitant of Corinth [from G2882] KJV: Corinthian Root(s): G2882"
G2882,G,2882,Κόρινθος,name Location,n/l.,Korinthos (kor'-in-thos),"1. Corinthus, a city of Greece [of uncertain derivation] KJV: Corinth"
G2883,G,2883,Κορνήλιος,name Person,n/p.,Kornelios (kor-nay'-lee-os),"1. Cornelius, a Roman [of Latin origin] KJV: Cornelius"
G2884,G,2884,κόρος,noun,n.,koros (kor'-os),"1. a cor, i.e. a specific measure [of Hebrew origin (H3734)] KJV: measure Root(s): H3734"
G2885,G,2885,κοσμέω,verb,v.,kosmeo (kos-meh'-o),"1. to put in proper order, i.e. decorate 2. (specially) to snuff (a wick) {literally or figuratively} [from G2889] KJV: adorn, garnish, trim Root(s): G2889"
G2886,G,2886,κοσμικός,adjective,adj.,kosmikos (kos-mee-kos'),"1. worldy (""cosmic"") 2. (literally) mundane 3. (figuratively) corrupt [from G2889 (in its secondary sense)] KJV: worldly Root(s): G2889"
G2887,G,2887,κόσμιος,adjective,adj.,kosmios (kos'-mee-os),"1. orderly, i.e. decorous [from G2889 (in its primary sense)] KJV: of good behaviour, modest Root(s): G2889"
G2888,G,2888,κοσμοκράτωρ,noun,n.,kosmokrator (kos-mok-rat'-ore),"1. a world-ruler, an epithet of Satan [from G2889 and G2902] KJV: ruler Root(s): G2889, G2902"
G2889,G,2889,κόσμος,noun,n.,kosmos (kos'-mos),"1. orderly arrangement, i.e. decoration 2. (by implication) the world including its inhabitants {literally or figuratively (morally), by implication ""world"" in a wide or narrow sense} [probably from the base of G2865] KJV: adorning, world Root(s): G2865"
G2890,G,2890,Κούαρτος,name Person,n/p.,Kouartos (kou'-ar-tos),"1. Quartus, a Christian [of Latin origin (fourth)] KJV: Quartus"
G2891,G,2891,κοῦμι,Aramaic,aram.,koumi (kou`-mee),"1. cumi (i.e. rise!) [of Chaldee origin (H6966)] KJV: cumi Root(s): H6966"""
G2892,G,2892,κουστωδία,noun,n.,koustodia (kous-to-dee'-ah),"1. ""custody"", i.e. a Roman sentry [of Latin origin] KJV: watch"
G2893,G,2893,κουφίζω,verb,v.,kouphizo (kou-fid'-zo),"1. to unload [from kouphos (light in weight)] KJV: lighten"""
G2894,G,2894,κόφινος,noun,n.,kophinos (kof'-ee-nos),"1. a (small) basket [of uncertain derivation] KJV: basket"""
G2895,G,2895,κράββατος,noun,n.,krabbatos (krab'-bat-os),"1. a mattress [probably of foreign origin] KJV: bed"""
G2896,G,2896,κράζω,verb,v.,krazo (krad'-zo),"1. (properly) to ""croak"" (as a raven) 2. (generally) to scream 3. (genitive case) to call aloud (shriek, exclaim, intreat) [a primary verb] KJV: cry (out)"
G2897,G,2897,κραιπάλη,noun,n.,kraipale (krai-pal'-ay),"1. (properly) a headache (as a seizure of pain) from drunkenness 2. (by implication) a debauch (by analogy, a glut) [probably from a derivative of G138] KJV: surfeiting Root(s): G138 See also: G726"
G2898,G,2898,κρανίον,noun,n.,kranion (kran-ee'-on),"1. a skull (""cranium"") [diminutive of a derivative of the base of G2768] KJV: Calvary, skull Root(s): G2768"
G2899,G,2899,κράσπεδον,noun,n.,kraspedon (kras'-ped-on),"1. a margin 2. (specially), a fringe or tassel [of uncertain derivation] KJV: border, hem"
G2900,G,2900,κραταιός,adjective,adj.,krataios (krat-ai-os'),"1. powerful [from G2904] KJV: mighty Root(s): G2904"""
G2901,G,2901,κραταιόω,verb,v.,krataioo (krat-ai-oh'-o),"1. to empower 2. (passively) increase in vigor [from G2900] KJV: be strengthened, be (wax) strong Root(s): G2900"
G2902,G,2902,κρατέω,verb,v.,krateo (krat-eh'-o),"1. to use strength, i.e. seize or retain {literally or figuratively} [from G2904] KJV: hold (by, fast), keep, lay hand (hold) on, obtain, retain, take (by) Root(s): G2904 Compare: G1840, G2480, G4599"
G2903,G,2903,κράτιστος,adjective,adj.,kratistos (krat'-is-tos),"1. strongest 2. (in dignity) very honorable [superlative of a derivative of G2904] KJV: most excellent (noble) Root(s): G2904"""
G2904,G,2904,κράτος,noun,n.,kratos (krat'-os),"1. vigor (""great"") {literally or figuratively} [perhaps a primary word] KJV: dominion, might(-ily), power, strength"
